//ShopTab,ITEMType,Slot
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_NECKLACE_10_B_RARE,24
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_NECKLACE_10_C_RARE,25
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_NECKLACE_11_SET_A,26
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_NECKLACE_11_SET_A_RARE,28
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_NECKLACE_11_SET_B,27
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_NECKLACE_11_SET_B_RARE,29
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_09_A_RARE,0
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_09_B_RARE,1
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_09_C_RARE,2
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_10_A_RARE,3
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_10_B_RARE,4
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_10_C_RARE,5
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_11_SET_A,6
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_11_SET_A_RARE,8
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_11_SET_B,7
STORE_BATTLE_ARENA_CH_TAB1,ITEM_CH_RING_11_SET_B_RARE,9
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_09,0
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_10,1
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_11,2
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_09,3
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_10,4
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_11,5
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_ACCESSARY_B,6
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_ARMOR_B,7
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_SHIELD_B,8
STORE_BATTLE_ARENA_CH_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_WEAPON_B,9
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_09_A_RARE,10
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_09_B_RARE,11
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_09_C_RARE,12
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_10_A_RARE,13
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_10_B_RARE,14
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_10_C_RARE,15
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_11_SET_A,16
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_11_SET_A_RARE,18
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_11_SET_B,17
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_EARRING_11_SET_B_RARE,19
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_09_A_RARE,20
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_09_B_RARE,21
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_09_C_RARE,22
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_10_A_RARE,23
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_10_B_RARE,24
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_10_C_RARE,25
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_11_SET_A,26
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_11_SET_A_RARE,28
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_11_SET_B,27
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_NECKLACE_11_SET_B_RARE,29
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_09_A_RARE,0
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_09_B_RARE,1
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_09_C_RARE,2
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_10_A_RARE,3
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_10_B_RARE,4
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_10_C_RARE,5
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_11_SET_A,6
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_11_SET_A_RARE,8
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_11_SET_B,7
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_11_SET_B_RARE,9
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_09,0
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_10,1
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_11,2
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_09,3
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_10,4
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_11,5
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_ACCESSARY_B,6
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_ARMOR_B,7
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_SHIELD_B,8
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_WEAPON_B,9
STORE_BJ_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_BOW_01,3
STORE_BJ_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_BOW_02,2
STORE_BJ_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_SPEAR_01,1
STORE_BJ_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_SPEAR_02,0
STORE_CA_ACCESSORY_TAB1,ITEM_EU_EARRING_03_A,3
STORE_CA_ACCESSORY_TAB1,ITEM_EU_EARRING_04_A,4
STORE_CA_ACCESSORY_TAB1,ITEM_EU_EARRING_05_A,5
STORE_CA_ACCESSORY_TAB1,ITEM_EU_NECKLACE_03_A,6
STORE_CA_ACCESSORY_TAB1,ITEM_EU_NECKLACE_04_A,7
STORE_CA_ACCESSORY_TAB1,ITEM_EU_NECKLACE_05_A,8
STORE_CA_ACCESSORY_TAB1,ITEM_EU_RING_03_A,0
STORE_CA_ACCESSORY_TAB1,ITEM_EU_RING_04_A,1
STORE_CA_ACCESSORY_TAB1,ITEM_EU_RING_05_A,2
STORE_CA_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_01,0
STORE_CA_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_02,1
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_ETC_02,5
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_05,3
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_11,4
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_03,0
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_04,1
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_05,2
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_TRADE_MATERIAL_DESTROYSTONE,6
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_AA_A,12
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_BA_A,6
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_CA_A,0
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_FA_A,15
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_LA_A,9
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_SA_A,3
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_AA_A,13
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_BA_A,7
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_CA_A,1
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_FA_A,16
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_LA_A,10
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_SA_A,4
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_AA_A,14
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_BA_A,8
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_CA_A,2
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_FA_A,17
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_LA_A,11
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_SA_A,5
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_AA_A,12
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_BA_A,6
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_CA_A,0
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_FA_A,15
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_LA_A,9
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_SA_A,3
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_AA_A,13
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_BA_A,7
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_CA_A,1
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_FA_A,16
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_LA_A,10
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_SA_A,4
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_AA_A,14
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_BA_A,8
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_CA_A,2
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_FA_A,17
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_LA_A,11
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_SA_A,5
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_AA_A,12
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_BA_A,6
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_CA_A,0
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_FA_A,15
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_LA_A,9
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_SA_A,3
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_AA_A,13
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_BA_A,7
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_CA_A,1
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_FA_A,16
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_LA_A,10
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_SA_A,4
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_AA_A,14
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_BA_A,8
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_CA_A,2
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_FA_A,17
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_LA_A,11
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_SA_A,5
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_AA_A,12
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_BA_A,6
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_CA_A,0
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_FA_A,15
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_LA_A,9
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_SA_A,3
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_AA_A,13
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_BA_A,7
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_CA_A,1
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_FA_A,16
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_LA_A,10
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_SA_A,4
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_AA_A,14
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_BA_A,8
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_CA_A,2
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_FA_A,17
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_LA_A,11
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_SA_A,5
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_AA_A,12
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_BA_A,6
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_CA_A,0
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_FA_A,15
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_LA_A,9
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_SA_A,3
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_AA_A,13
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_BA_A,7
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_CA_A,1
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_FA_A,16
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_LA_A,10
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_SA_A,4
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_AA_A,14
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_BA_A,8
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_CA_A,2
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_FA_A,17
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_LA_A,11
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_SA_A,5
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_AA_A,12
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_BA_A,6
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_CA_A,0
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_FA_A,15
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_LA_A,9
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_SA_A,3
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_AA_A,13
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_BA_A,7
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_CA_A,1
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_FA_A,16
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_LA_A,10
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_SA_A,4
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_AA_A,14
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_BA_A,8
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_CA_A,2
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_FA_A,17
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_LA_A,11
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_SA_A,5
STORE_CA_GUILD_TAB1,ITEM_ETC_GUILD_CREST_DELETE,1
STORE_CA_GUILD_TAB1,ITEM_ETC_GUILD_CREST_USER,0
STORE_CA_GUILD_TAB1,ITEM_ETC_UNION_CREST_DELETE,3
STORE_CA_GUILD_TAB1,ITEM_ETC_UNION_CREST_USER,2
STORE_CA_HONOR_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_REPAIR_08,0
STORE_CA_HONOR_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_REPAIR_09,1
STORE_CA_POTION_TAB1,ITEM_ETC_ALL_SPOTION_01,21
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_SUPER_01,17
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_SUPER_02,18
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_SUPER_03,19
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_SUPER_04,20
STORE_CA_POTION_TAB1,ITEM_ETC_DETECT_04,12
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_01,0
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_02,1
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_03,2
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_04,3
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_05,4
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_01,5
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_02,6
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_03,7
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_04,8
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_05,9
STORE_CA_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_01,13
STORE_CA_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_02,14
STORE_CA_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_03,15
STORE_CA_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_04,16
STORE_CA_SMITH_TAB1,ITEM_EU_AXE_03_A,9
STORE_CA_SMITH_TAB1,ITEM_EU_AXE_04_A,10
STORE_CA_SMITH_TAB1,ITEM_EU_AXE_05_A,11
STORE_CA_SMITH_TAB1,ITEM_EU_CROSSBOW_03_A,12
STORE_CA_SMITH_TAB1,ITEM_EU_CROSSBOW_04_A,13
STORE_CA_SMITH_TAB1,ITEM_EU_CROSSBOW_05_A,14
STORE_CA_SMITH_TAB1,ITEM_EU_DAGGER_03_A,0
STORE_CA_SMITH_TAB1,ITEM_EU_DAGGER_04_A,1
STORE_CA_SMITH_TAB1,ITEM_EU_DAGGER_05_A,2
STORE_CA_SMITH_TAB1,ITEM_EU_DARKSTAFF_03_A,15
STORE_CA_SMITH_TAB1,ITEM_EU_DARKSTAFF_04_A,16
STORE_CA_SMITH_TAB1,ITEM_EU_DARKSTAFF_05_A,17
STORE_CA_SMITH_TAB1,ITEM_EU_HARP_03_A,21
STORE_CA_SMITH_TAB1,ITEM_EU_HARP_04_A,22
STORE_CA_SMITH_TAB1,ITEM_EU_HARP_05_A,23
STORE_CA_SMITH_TAB1,ITEM_EU_STAFF_03_A,24
STORE_CA_SMITH_TAB1,ITEM_EU_STAFF_04_A,25
STORE_CA_SMITH_TAB1,ITEM_EU_STAFF_05_A,26
STORE_CA_SMITH_TAB1,ITEM_EU_SWORD_03_A,3
STORE_CA_SMITH_TAB1,ITEM_EU_SWORD_04_A,4
STORE_CA_SMITH_TAB1,ITEM_EU_SWORD_05_A,5
STORE_CA_SMITH_TAB1,ITEM_EU_TSTAFF_03_A,18
STORE_CA_SMITH_TAB1,ITEM_EU_TSTAFF_04_A,19
STORE_CA_SMITH_TAB1,ITEM_EU_TSTAFF_05_A,20
STORE_CA_SMITH_TAB1,ITEM_EU_TSWORD_03_A,6
STORE_CA_SMITH_TAB1,ITEM_EU_TSWORD_04_A,7
STORE_CA_SMITH_TAB1,ITEM_EU_TSWORD_05_A,8
STORE_CA_SMITH_TAB2,ITEM_EU_SHIELD_03_A,0
STORE_CA_SMITH_TAB2,ITEM_EU_SHIELD_04_A,1
STORE_CA_SMITH_TAB2,ITEM_EU_SHIELD_05_A,2
STORE_CA_SMITH_TAB3,ITEM_ETC_AMMO_BOLT_01,0
STORE_CA_STABLE_TAB1,ITEM_COS_C_HORSE1,0
STORE_CA_STABLE_TAB1,ITEM_COS_C_HORSE2,1
STORE_CA_STABLE_TAB1,ITEM_COS_C_HORSE3,2
STORE_CA_STABLE_TAB4,ITEM_COS_P_CURE_ALL_01,5
STORE_CA_STABLE_TAB4,ITEM_COS_P_CURE_ALL_02,6
STORE_CA_STABLE_TAB4,ITEM_COS_P_HGP_POTION_01,3
STORE_CA_STABLE_TAB4,ITEM_COS_P_REVIVAL,2
STORE_CA_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_01,0
STORE_CA_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_02,1
STORE_CA_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_03,4
STORE_CH_ACCESSORY_TAB1,ITEM_CH_EARRING_01_A,3
STORE_CH_ACCESSORY_TAB1,ITEM_CH_EARRING_02_A,4
STORE_CH_ACCESSORY_TAB1,ITEM_CH_EARRING_03_A,5
STORE_CH_ACCESSORY_TAB1,ITEM_CH_NECKLACE_01_A,6
STORE_CH_ACCESSORY_TAB1,ITEM_CH_NECKLACE_02_A,7
STORE_CH_ACCESSORY_TAB1,ITEM_CH_NECKLACE_03_A,8
STORE_CH_ACCESSORY_TAB1,ITEM_CH_RING_01_A,0
STORE_CH_ACCESSORY_TAB1,ITEM_CH_RING_02_A,1
STORE_CH_ACCESSORY_TAB1,ITEM_CH_RING_03_A,2
STORE_CH_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_01,0
STORE_CH_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_02,1
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_ETC_02,6
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_05,3
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_11,4
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_01,0
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_02,1
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_03,2
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_MK_MATERIAL_01,5
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_TRADE_MATERIAL_DESTROYSTONE,7
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_AA_A,12
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_BA_A,6
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_CA_A,0
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_FA_A,15
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_LA_A,9
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_SA_A,3
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_AA_A,13
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_BA_A,7
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_CA_A,1
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_FA_A,16
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_LA_A,10
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_SA_A,4
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_AA_A,14
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_BA_A,8
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_CA_A,2
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_FA_A,17
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_LA_A,11
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_SA_A,5
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_AA_A,12
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_BA_A,6
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_CA_A,0
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_FA_A,15
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_LA_A,9
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_SA_A,3
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_AA_A,13
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_BA_A,7
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_CA_A,1
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_FA_A,16
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_LA_A,10
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_SA_A,4
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_AA_A,14
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_BA_A,8
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_CA_A,2
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_FA_A,17
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_LA_A,11
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_SA_A,5
