//ID,Type,Name,Level,Stack,Durability
2F6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_1,Advanced Elixir (lv 1),0,20,0
306A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_2,Advanced Elixir (lv 2),0,20,0
316A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_3,Advanced Elixir (lv 3),0,20,0
326A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_4,Advanced Elixir (lv 4),0,20,0
336A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_5,Advanced Elixir (lv 5),0,20,0
346A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_6,Advanced Elixir (lv 6),0,20,0
356A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_7,Advanced Elixir (lv 7),0,20,0
366A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_8,Advanced Elixir (lv 8),0,20,0
376A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_9,Advanced Elixir (lv 9),0,20,0
386A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_10,Advanced Elixir (lv 10),0,20,0
396A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_11,Advanced Elixir (lv 11),0,20,0
3A6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_WE_RARE_B_12,Advanced Elixir (lv 12),0,20,0
3B6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_1,Advanced Elixir (lv 1),0,20,0
3C6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_2,Advanced Elixir (lv 2),0,20,0
3D6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_3,Advanced Elixir (lv 3),0,20,0
3E6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_4,Advanced Elixir (lv 4),0,20,0
3F6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_5,Advanced Elixir (lv 5),0,20,0
406A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_6,Advanced Elixir (lv 6),0,20,0
416A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_7,Advanced Elixir (lv 7),0,20,0
426A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_8,Advanced Elixir (lv 8),0,20,0
436A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_9,Advanced Elixir (lv 9),0,20,0
446A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_10,Advanced Elixir (lv 10),0,20,0
456A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_11,Advanced Elixir (lv 11),0,20,0
466A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_SH_RARE_B_12,Advanced Elixir (lv 12),0,20,0
476A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_1,Advanced Elixir (lv 1),0,20,0
486A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_2,Advanced Elixir (lv 2),0,20,0
496A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_3,Advanced Elixir (lv 3),0,20,0
4A6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_4,Advanced Elixir (lv 4),0,20,0
4B6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_5,Advanced Elixir (lv 5),0,20,0
4C6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_6,Advanced Elixir (lv 6),0,20,0
4D6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_7,Advanced Elixir (lv 7),0,20,0
4E6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_8,Advanced Elixir (lv 8),0,20,0
4F6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_9,Advanced Elixir (lv 9),0,20,0
506A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_10,Advanced Elixir (lv 10),0,20,0
516A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_11,Advanced Elixir (lv 11),0,20,0
526A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AR_RARE_B_12,Advanced Elixir (lv 12),0,20,0
536A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_1,Advanced Elixir (lv 1),0,20,0
546A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_2,Advanced Elixir (lv 2),0,20,0
556A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_3,Advanced Elixir (lv 3),0,20,0
566A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_4,Advanced Elixir (lv 4),0,20,0
576A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_5,Advanced Elixir (lv 5),0,20,0
586A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_6,Advanced Elixir (lv 6),0,20,0
596A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_7,Advanced Elixir (lv 7),0,20,0
5A6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_8,Advanced Elixir (lv 8),0,20,0
5B6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_9,Advanced Elixir (lv 9),0,20,0
5C6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_10,Advanced Elixir (lv 10),0,20,0
5D6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_11,Advanced Elixir (lv 11),0,20,0
5E6A0000,ITEM_ETC_ARCHEMY_UPPER_REINFORCE_RECIPE_AC_RARE_B_12,Advanced Elixir (lv 12),0,20,0
5F6A0000,ITEM_ETC_ARCHEMY_RONDO_03,Destruction Rondo,0,50,0
606A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_DESERTBUG1,Desert Bug Wing,102,250,0
616A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_DESERTBUG2,Desert Bug Leg,102,250,0
626A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_SANDBUG1,Sand Bug Tooth,106,250,0
636A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_SANDBUG2,Sand Bug Stomach Acid,106,250,0
646A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_DEMONBUG1,Demon Bug Shell,100,250,0
656A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_DEMONBUG2,Demon Bug Wing,100,250,0
666A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_EVILBUG1,Evil Bug Hide,107,250,0
676A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_EVILBUG2,Evil Bug Leg,107,250,0
686A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_SANDSTING1,Sand Sting Venom,105,250,0
696A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_SANDSTING2,Sand String Claw,105,250,0
6A6A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_ACHNISHLAMA1,Aknish Llama Tail,109,250,0
6B6A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_ACHNISHLAMA2,Aknish Llama Hoof,109,250,0
6C6A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_MONTKILLER1,Mhont Killer Horn,109,250,0
6D6A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_MONTKILLER2,Mhont Killer Cape,109,250,0
6E6A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_KEISASBERSERK1,Keisas' Axe,108,250,0
6F6A0000,ITEM_ETC_ARCHEMY_MATERIAL_SD_KEISASBERSERK2,Keisas' Beard,108,250,0
706A0000,ITEM_ETC_ARCHEMY_ETC_02,Magic Stone of Sockets,110,10,0
716A0000,ITEM_EVENT_CH_SWORD_01_A_RARE,Copper Sword,1,1,65
726A0000,ITEM_EVENT_CH_SWORD_01_B_RARE,Copper Sword,1,1,68
736A0000,ITEM_EVENT_CH_SWORD_01_C_RARE,Copper Sword,1,1,71
746A0000,ITEM_EVENT_CH_SWORD_02_A_RARE,Bronze Sword,8,1,70
756A0000,ITEM_EVENT_CH_SWORD_02_B_RARE,Bronze Sword,8,1,73
766A0000,ITEM_EVENT_CH_SWORD_02_C_RARE,Bronze Sword,8,1,76
776A0000,ITEM_EVENT_CH_SWORD_03_A_RARE,Sharp Sword,16,1,75
786A0000,ITEM_EVENT_CH_SWORD_03_B_RARE,Sharp Sword,16,1,78
796A0000,ITEM_EVENT_CH_SWORD_03_C_RARE,Sharp Sword,16,1,81
7A6A0000,ITEM_EVENT_CH_SWORD_04_A_RARE,Frost Sword,24,1,79
7B6A0000,ITEM_EVENT_CH_SWORD_04_B_RARE,Frost Sword,24,1,83
7C6A0000,ITEM_EVENT_CH_SWORD_04_C_RARE,Frost Sword,24,1,86
7D6A0000,ITEM_EVENT_CH_SWORD_05_A_RARE,Lord's Sword,32,1,84
7E6A0000,ITEM_EVENT_CH_SWORD_05_B_RARE,Lord's Sword,32,1,87
7F6A0000,ITEM_EVENT_CH_SWORD_05_C_RARE,Lord's Sword,32,1,91
806A0000,ITEM_EVENT_CH_SWORD_06_A_RARE,Gem Sword,42,1,91
816A0000,ITEM_EVENT_CH_SWORD_06_B_RARE,Gem Sword,42,1,94
826A0000,ITEM_EVENT_CH_SWORD_06_C_RARE,Gem Sword,42,1,97
836A0000,ITEM_EVENT_CH_SWORD_07_A_RARE,Guard Sword,52,1,97
846A0000,ITEM_EVENT_CH_SWORD_07_B_RARE,Guard Sword,52,1,100
856A0000,ITEM_EVENT_CH_SWORD_07_C_RARE,Guard Sword,52,1,103
866A0000,ITEM_EVENT_CH_SWORD_08_B_RARE,Devil Sword,64,1,107
876A0000,ITEM_EVENT_CH_SWORD_08_C_RARE,Devil Sword,64,1,110
886A0000,ITEM_EVENT_CH_SWORD_09_A_RARE,Precious Sword,76,1,111
896A0000,ITEM_EVENT_CH_SWORD_09_B_RARE,Precious Sword,76,1,115
8A6A0000,ITEM_EVENT_CH_SWORD_09_C_RARE,Precious Sword,76,1,118
8B6A0000,ITEM_EVENT_CH_SWORD_10_A_RARE,Break Heaven Sword,90,1,120
8C6A0000,ITEM_EVENT_CH_SWORD_10_B_RARE,Break Heaven Sword,90,1,123
8D6A0000,ITEM_EVENT_CH_SWORD_11_A_RARE,Reaper Ghost Sword,101,1,127
936A0000,ITEM_EVENT_CH_BLADE_01_A_RARE,Copper Blade,1,1,72
946A0000,ITEM_EVENT_CH_BLADE_01_B_RARE,Copper Blade,1,1,76
956A0000,ITEM_EVENT_CH_BLADE_01_C_RARE,Copper Blade,1,1,79
966A0000,ITEM_EVENT_CH_BLADE_02_A_RARE,Hand Blade,8,1,77
976A0000,ITEM_EVENT_CH_BLADE_02_B_RARE,Hand Blade,8,1,80
986A0000,ITEM_EVENT_CH_BLADE_02_C_RARE,Hand Blade,8,1,84
996A0000,ITEM_EVENT_CH_BLADE_03_A_RARE,Cutting Blade,16,1,82
9A6A0000,ITEM_EVENT_CH_BLADE_03_B_RARE,Cutting Blade,16,1,86
9B6A0000,ITEM_EVENT_CH_BLADE_03_C_RARE,Cutting Blade,16,1,89
9C6A0000,ITEM_EVENT_CH_BLADE_04_A_RARE,General Blade,24,1,88
9D6A0000,ITEM_EVENT_CH_BLADE_04_B_RARE,General Blade,24,1,91
9E6A0000,ITEM_EVENT_CH_BLADE_04_C_RARE,General Blade,24,1,95
9F6A0000,ITEM_EVENT_CH_BLADE_05_A_RARE,Lunar Blade,32,1,93
A06A0000,ITEM_EVENT_CH_BLADE_05_B_RARE,Lunar Blade,32,1,97
A16A0000,ITEM_EVENT_CH_BLADE_05_C_RARE,Lunar Blade,32,1,100
A26A0000,ITEM_EVENT_CH_BLADE_06_A_RARE,Python's Blade,42,1,100
A36A0000,ITEM_EVENT_CH_BLADE_06_B_RARE,Python's Blade,42,1,103
A46A0000,ITEM_EVENT_CH_BLADE_06_C_RARE,Python's Blade,42,1,107
A56A0000,ITEM_EVENT_CH_BLADE_07_A_RARE,Cornu Blade,52,1,107
A66A0000,ITEM_EVENT_CH_BLADE_07_B_RARE,Cornu Blade,52,1,110
A76A0000,ITEM_EVENT_CH_BLADE_07_C_RARE,Cornu Blade,52,1,114
A86A0000,ITEM_EVENT_CH_BLADE_08_B_RARE,Blaze Blade,64,1,118
A96A0000,ITEM_EVENT_CH_BLADE_08_C_RARE,Blaze Blade,64,1,122
AA6A0000,ITEM_EVENT_CH_BLADE_09_A_RARE,Moon Blade,76,1,123
AB6A0000,ITEM_EVENT_CH_BLADE_09_B_RARE,Moon Blade,76,1,127
AC6A0000,ITEM_EVENT_CH_BLADE_09_C_RARE,Moon Blade,76,1,130
AD6A0000,ITEM_EVENT_CH_BLADE_10_A_RARE,Giant Barbaric Sword,90,1,133
AE6A0000,ITEM_EVENT_CH_BLADE_10_B_RARE,Giant Barbaric Sword,90,1,136
AF6A0000,ITEM_EVENT_CH_BLADE_10_C_RARE,Giant Barbaric Sword,90,1,140
B06A0000,ITEM_EVENT_CH_BLADE_11_A_RARE,Strom Adamantine Blade,101,1,140
B66A0000,ITEM_EVENT_CH_SPEAR_01_A_RARE,Crescent,1,1,44
B76A0000,ITEM_EVENT_CH_SPEAR_01_B_RARE,Crescent,1,1,46
B86A0000,ITEM_EVENT_CH_SPEAR_01_C_RARE,Crescent,1,1,48
B96A0000,ITEM_EVENT_CH_SPEAR_02_A_RARE,Long Pike,8,1,46
BA6A0000,ITEM_EVENT_CH_SPEAR_02_B_RARE,Long Pike,8,1,48
BB6A0000,ITEM_EVENT_CH_SPEAR_02_C_RARE,Long Pike,8,1,51
BC6A0000,ITEM_EVENT_CH_SPEAR_03_A_RARE,Snake Spear,16,1,50
BD6A0000,ITEM_EVENT_CH_SPEAR_03_B_RARE,Snake Spear,16,1,52
BE6A0000,ITEM_EVENT_CH_SPEAR_03_C_RARE,Snake Spear,16,1,54
BF6A0000,ITEM_EVENT_CH_SPEAR_04_A_RARE,Iron Lance,24,1,53
C06A0000,ITEM_EVENT_CH_SPEAR_04_B_RARE,Iron Lance,24,1,55
C16A0000,ITEM_EVENT_CH_SPEAR_04_C_RARE,Iron Lance,24,1,57
C26A0000,ITEM_EVENT_CH_SPEAR_05_A_RARE,Long Halbert,32,1,56
C36A0000,ITEM_EVENT_CH_SPEAR_05_B_RARE,Long Halbert,32,1,58
C46A0000,ITEM_EVENT_CH_SPEAR_05_C_RARE,Long Halbert,32,1,60
C56A0000,ITEM_EVENT_CH_SPEAR_06_A_RARE,Python's Spear,42,1,60
C66A0000,ITEM_EVENT_CH_SPEAR_06_B_RARE,Python's Spear,42,1,62
C76A0000,ITEM_EVENT_CH_SPEAR_06_C_RARE,Python's Spear,42,1,64
C86A0000,ITEM_EVENT_CH_SPEAR_07_A_RARE,Horn Spear,52,1,64
C96A0000,ITEM_EVENT_CH_SPEAR_07_B_RARE,Horn Spear,52,1,67
CA6A0000,ITEM_EVENT_CH_SPEAR_07_C_RARE,Horn Spear,52,1,69
CB6A0000,ITEM_EVENT_CH_SPEAR_08_B_RARE,Iranggjingun Pike,64,1,71
CC6A0000,ITEM_EVENT_CH_SPEAR_08_C_RARE,Iranggjingun Pike,64,1,74
CD6A0000,ITEM_EVENT_CH_SPEAR_09_A_RARE,Taeuljinin Spear,76,1,74
CE6A0000,ITEM_EVENT_CH_SPEAR_09_B_RARE,Taeuljinin Spear,76,1,76
CF6A0000,ITEM_EVENT_CH_SPEAR_09_C_RARE,Taeuljinin Spear,76,1,78
D06A0000,ITEM_EVENT_CH_SPEAR_10_A_RARE,Poison Horn Spear,90,1,80
D16A0000,ITEM_EVENT_CH_SPEAR_10_B_RARE,Poison Horn Spear,90,1,82
D26A0000,ITEM_EVENT_CH_SPEAR_10_C_RARE,Poison Horn Spear,90,1,84
D36A0000,ITEM_EVENT_CH_SPEAR_11_A_RARE,Reaper Soul Spear,101,1,85
D96A0000,ITEM_EVENT_CH_TBLADE_01_A_RARE,Glaive,1,1,48
DA6A0000,ITEM_EVENT_CH_TBLADE_01_B_RARE,Glaive,1,1,50
DB6A0000,ITEM_EVENT_CH_TBLADE_01_C_RARE,Glaive,1,1,53
DC6A0000,ITEM_EVENT_CH_TBLADE_02_A_RARE,Bronze Glaive,8,1,51
DD6A0000,ITEM_EVENT_CH_TBLADE_02_B_RARE,Bronze Glaive,8,1,54
DE6A0000,ITEM_EVENT_CH_TBLADE_02_C_RARE,Bronze Glaive,8,1,56
DF6A0000,ITEM_EVENT_CH_TBLADE_03_A_RARE,Hook Glaive,16,1,55
E06A0000,ITEM_EVENT_CH_TBLADE_03_B_RARE,Hook Glaive,16,1,57
E16A0000,ITEM_EVENT_CH_TBLADE_03_C_RARE,Hook Glaive,16,1,59
E26A0000,ITEM_EVENT_CH_TBLADE_04_A_RARE,Lightning Glaive,24,1,59
E36A0000,ITEM_EVENT_CH_TBLADE_04_B_RARE,Lightning Glaive,24,1,61
E46A0000,ITEM_EVENT_CH_TBLADE_04_C_RARE,Lightning Glaive,24,1,63
E56A0000,ITEM_EVENT_CH_TBLADE_05_A_RARE,Cutting Glaive,32,1,62
E66A0000,ITEM_EVENT_CH_TBLADE_05_B_RARE,Cutting Glaive,32,1,64
E76A0000,ITEM_EVENT_CH_TBLADE_05_C_RARE,Cutting Glaive,32,1,67
E86A0000,ITEM_EVENT_CH_TBLADE_06_A_RARE,Moon Glaive,42,1,67
E96A0000,ITEM_EVENT_CH_TBLADE_06_B_RARE,Moon Glaive,42,1,69
EA6A0000,ITEM_EVENT_CH_TBLADE_06_C_RARE,Moon Glaive,42,1,71
EB6A0000,ITEM_EVENT_CH_TBLADE_07_A_RARE,Storm Glaive,52,1,71
EC6A0000,ITEM_EVENT_CH_TBLADE_07_B_RARE,Flame Glaive,52,1,74
ED6A0000,ITEM_EVENT_CH_TBLADE_07_C_RARE,Frozne Glaive,52,1,76
EE6A0000,ITEM_EVENT_CH_TBLADE_08_B_RARE,Polearm,64,1,79
EF6A0000,ITEM_EVENT_CH_TBLADE_08_C_RARE,Polearm,64,1,81
F06A0000,ITEM_EVENT_CH_TBLADE_09_A_RARE,Demon Polearm,76,1,82
F16A0000,ITEM_EVENT_CH_TBLADE_09_C_RARE,Demon Polearm,76,1,87
F26A0000,ITEM_EVENT_CH_TBLADE_10_A_RARE,Green Dragon Crescent Blade,90,1,89
F36A0000,ITEM_EVENT_CH_TBLADE_10_B_RARE,Green Dragon Crescent Blade,90,1,91
F46A0000,ITEM_EVENT_CH_TBLADE_11_A_RARE,Horyeokbongin Polearm,101,1,93
FA6A0000,ITEM_EVENT_CH_BOW_01_A_RARE,Copper Bow,1,1,50
FB6A0000,ITEM_EVENT_CH_BOW_01_B_RARE,Copper Bow,1,1,52
FC6A0000,ITEM_EVENT_CH_BOW_01_C_RARE,Copper Bow,1,1,54
FD6A0000,ITEM_EVENT_CH_BOW_02_A_RARE,Bronz Bow,8,1,53
FE6A0000,ITEM_EVENT_CH_BOW_02_B_RARE,Bronz Bow,8,1,55
FF6A0000,ITEM_EVENT_CH_BOW_02_C_RARE,Bronz Bow,8,1,57
006B0000,ITEM_EVENT_CH_BOW_03_A_RARE,Iron Bow,16,1,57
016B0000,ITEM_EVENT_CH_BOW_03_B_RARE,Iron Bow,16,1,59
026B0000,ITEM_EVENT_CH_BOW_03_C_RARE,Iron Bow,16,1,61
036B0000,ITEM_EVENT_CH_BOW_04_A_RARE,Horseman Bow,24,1,60
046B0000,ITEM_EVENT_CH_BOW_04_B_RARE,Horseman Bow,24,1,63
056B0000,ITEM_EVENT_CH_BOW_04_C_RARE,Horseman Bow,24,1,65
066B0000,ITEM_EVENT_CH_BOW_05_A_RARE,Occult Bow,32,1,64
076B0000,ITEM_EVENT_CH_BOW_05_B_RARE,Occult Bow,32,1,66
086B0000,ITEM_EVENT_CH_BOW_05_C_RARE,Occult Bow,32,1,69
096B0000,ITEM_EVENT_CH_BOW_06_A_RARE,Horn Bow,42,1,69
0A6B0000,ITEM_EVENT_CH_BOW_06_B_RARE,Horn Bow,42,1,71
0B6B0000,ITEM_EVENT_CH_BOW_06_C_RARE,Horn Bow,42,1,73
0C6B0000,ITEM_EVENT_CH_BOW_07_A_RARE,Snake Bow,52,1,73
0D6B0000,ITEM_EVENT_CH_BOW_07_B_RARE,Snake Bow,52,1,76
0E6B0000,ITEM_EVENT_CH_BOW_07_C_RARE,Snake Bow,52,1,78
0F6B0000,ITEM_EVENT_CH_BOW_08_A_RARE,Moon Bow,64,1,79
106B0000,ITEM_EVENT_CH_BOW_08_B_RARE,Moon Bow,64,1,81
116B0000,ITEM_EVENT_CH_BOW_08_C_RARE,Moon Bow,64,1,84
126B0000,ITEM_EVENT_CH_BOW_09_A_RARE,Sinnok's Bow,76,1,84
136B0000,ITEM_EVENT_CH_BOW_09_B_RARE,Sinnok's Bow,76,1,87
146B0000,ITEM_EVENT_CH_BOW_10_A_RARE,Ye's Divine Bow,90,1,91
156B0000,ITEM_EVENT_CH_BOW_10_B_RARE,Ye's Divine Bow,90,1,93
166B0000,ITEM_EVENT_CH_BOW_11_A_RARE,Mirage Illusion Bow,101,1,96
1C6B0000,ITEM_EVENT_CH_SHIELD_01_A_RARE,Copper Shield,1,1,48
1D6B0000,ITEM_EVENT_CH_SHIELD_01_B_RARE,Copper Shield,1,1,50
1E6B0000,ITEM_EVENT_CH_SHIELD_01_C_RARE,Copper Shield,1,1,53
1F6B0000,ITEM_EVENT_CH_SHIELD_02_A_RARE,Bronze Shield,8,1,51
206B0000,ITEM_EVENT_CH_SHIELD_02_B_RARE,Bronze Shield,8,1,54
216B0000,ITEM_EVENT_CH_SHIELD_02_C_RARE,Bronze Shield,8,1,56
226B0000,ITEM_EVENT_CH_SHIELD_03_A_RARE,Iron Shield,16,1,55
236B0000,ITEM_EVENT_CH_SHIELD_03_B_RARE,Iron Shield,16,1,57
246B0000,ITEM_EVENT_CH_SHIELD_03_C_RARE,Iron Shield,16,1,59
256B0000,ITEM_EVENT_CH_SHIELD_04_A_RARE,Steel Shield,24,1,59
266B0000,ITEM_EVENT_CH_SHIELD_04_B_RARE,Steel Shield,24,1,61
276B0000,ITEM_EVENT_CH_SHIELD_04_C_RARE,Steel Shield,24,1,63
286B0000,ITEM_EVENT_CH_SHIELD_05_A_RARE,Silver Shield,32,1,62
296B0000,ITEM_EVENT_CH_SHIELD_05_B_RARE,Silver Shield,32,1,64
2A6B0000,ITEM_EVENT_CH_SHIELD_05_C_RARE,Silver Shield,32,1,67
2B6B0000,ITEM_EVENT_CH_SHIELD_06_A_RARE,Guard Shield,42,1,67
2C6B0000,ITEM_EVENT_CH_SHIELD_06_B_RARE,Guard Shield,42,1,69
2D6B0000,ITEM_EVENT_CH_SHIELD_06_C_RARE,Guard Shield,42,1,71
2E6B0000,ITEM_EVENT_CH_SHIELD_07_A_RARE,Jecheonseong's Shield,52,1,71
2F6B0000,ITEM_EVENT_CH_SHIELD_07_B_RARE,Jecheonseong's Shield,52,1,74
306B0000,ITEM_EVENT_CH_SHIELD_07_C_RARE,Jecheonseong's Shield,52,1,76
316B0000,ITEM_EVENT_CH_SHIELD_08_A_RARE,Taegeuk Shield,64,1,77
326B0000,ITEM_EVENT_CH_SHIELD_08_B_RARE,Taegeuk Shield,64,1,79
336B0000,ITEM_EVENT_CH_SHIELD_08_C_RARE,Taegeuk Shield,64,1,81
346B0000,ITEM_EVENT_CH_SHIELD_09_A_RARE,Scale Shield,76,1,82
356B0000,ITEM_EVENT_CH_SHIELD_09_B_RARE,Scale Shield,76,1,84
366B0000,ITEM_EVENT_CH_SHIELD_09_C_RARE,Scale Shield,76,1,87
376B0000,ITEM_EVENT_CH_SHIELD_10_A_RARE,Tiger Bone Shield,90,1,89
386B0000,ITEM_EVENT_CH_SHIELD_10_B_RARE,Tiger Bone Shield,90,1,91
396B0000,ITEM_EVENT_CH_SHIELD_10_C_RARE,Tiger Bone Shield,90,1,93
3A6B0000,ITEM_EVENT_CH_SHIELD_11_A_RARE,Splinter Blade Shield,101,1,93
406B0000,ITEM_EVENT_CH_RING_01_A_RARE,Copper Ring,1,1,0
416B0000,ITEM_EVENT_CH_RING_01_B_RARE,Copper Ring,1,1,0
426B0000,ITEM_EVENT_CH_RING_01_C_RARE,Copper Ring,1,1,0
436B0000,ITEM_EVENT_CH_RING_02_A_RARE,Silver Ring,8,1,0
446B0000,ITEM_EVENT_CH_RING_02_B_RARE,Silver Ring,8,1,0
456B0000,ITEM_EVENT_CH_RING_02_C_RARE,Silver Ring,8,1,0
466B0000,ITEM_EVENT_CH_RING_03_A_RARE,Gold Ring,16,1,0
476B0000,ITEM_EVENT_CH_RING_03_B_RARE,Gold Ring,16,1,0
486B0000,ITEM_EVENT_CH_RING_03_C_RARE,Gold Ring,16,1,0
496B0000,ITEM_EVENT_CH_RING_04_A_RARE,Jadeite Ring,24,1,0
4A6B0000,ITEM_EVENT_CH_RING_04_B_RARE,Jadeite Ring,24,1,0
4B6B0000,ITEM_EVENT_CH_RING_04_C_RARE,Jadeite Ring,24,1,0
4C6B0000,ITEM_EVENT_CH_RING_05_A_RARE,Quartz Ring,32,1,0
4D6B0000,ITEM_EVENT_CH_RING_05_B_RARE,Quartz Ring,32,1,0
4E6B0000,ITEM_EVENT_CH_RING_05_C_RARE,Quartz Ring,32,1,0
4F6B0000,ITEM_EVENT_CH_RING_06_A_RARE,Platinum Ring,42,1,0
506B0000,ITEM_EVENT_CH_RING_06_B_RARE,Platinum Ring,42,1,0
516B0000,ITEM_EVENT_CH_RING_06_C_RARE,Platinum Ring,42,1,0
526B0000,ITEM_EVENT_CH_RING_07_A_RARE,Pearl Ring,52,1,0
536B0000,ITEM_EVENT_CH_RING_07_B_RARE,Pearl Ring,52,1,0
546B0000,ITEM_EVENT_CH_RING_07_C_RARE,Pearl Ring,52,1,0
556B0000,ITEM_EVENT_CH_RING_08_A_RARE,Black Pearl Ring,64,1,0
566B0000,ITEM_EVENT_CH_RING_08_B_RARE,Black Pearl Ring,64,1,0
576B0000,ITEM_EVENT_CH_RING_08_C_RARE,Black Pearl Ring,64,1,0
586B0000,ITEM_EVENT_CH_RING_09_B_RARE,Gem Ring,76,1,0
596B0000,ITEM_EVENT_CH_RING_09_C_RARE,Gem Ring,76,1,0
5A6B0000,ITEM_EVENT_CH_RING_10_A_RARE,Tiger's Eye Ring,90,1,0
5B6B0000,ITEM_EVENT_CH_RING_10_B_RARE,Tiger's Eye Ring,90,1,0
5C6B0000,ITEM_EVENT_CH_RING_10_C_RARE,Tiger's Eye Ring,90,1,0
